script	linhas	cobertura	achados	sha256
packages/ltx-pipelines/src/ltx_pipelines/distilled.py	440	Triagem estática/textual		4540a7eb50d18615aac7d3abd6ee3f975dfcd4b63460976ddb83f25e4ddc5328
packages/ltx-pipelines/src/ltx_pipelines/ic_lora.py	476	Triagem estática/textual		0ff27a5d7ff4b537dbb613fd5e63e728e426c47bbd761f4885369e473a4c3109
packages/ltx-pipelines/src/ltx_pipelines/keyframe_interpolation.py	302	Triagem estática/textual		c3a5725c65740de1562afc927490fa87c5748df31a4c62e7c6696a86a15cfa3b
packages/ltx-pipelines/src/ltx_pipelines/music_to_video.py	569	Revisão dirigida + triagem		565f685f8e2be937134bce92778666ed6ffee79c92d117153f6aa2ca14abac1d
packages/ltx-pipelines/src/ltx_pipelines/music_to_video_v2.py	530	Revisão dirigida + triagem		fa15781d65087af9cc001b1a3e2ceb3a5580754fe3261e0eb0e13b57d9a9521b
packages/ltx-pipelines/src/ltx_pipelines/ti2vid_one_stage.py	220	Triagem estática/textual		351428f815a49f7d60c5a14c9cef04da8391cf2c5d6ae5c0fd73b36c87d6c483
packages/ltx-pipelines/src/ltx_pipelines/ti2vid_two_stages.py	363	Triagem estática/textual		1fbbddb4c63a2bc74332f2a271ef0f57aa3eaec4bd2c9117dec7ca46dba3010e
packages/ltx-pipelines/src/ltx_pipelines/utils/__init__.py	35	Triagem estática/textual		3fa44373832570f77bd89bf635154c78545ef5561eca427bfa079696fd7a146c
packages/ltx-pipelines/src/ltx_pipelines/utils/args.py	593	Triagem estática/textual		3617d51f041488ddcfe8836e5c5300e21321b21e266f26276a8e11844682dcbb
packages/ltx-pipelines/src/ltx_pipelines/utils/constants.py	143	Triagem estática/textual		3797cdf582af4976276682d15f11788b33d0fdf0d8705f92ec537867b35ed38d
packages/ltx-pipelines/src/ltx_pipelines/utils/helpers.py	697	Triagem estática/textual		7bcbaec19e0a25b3b4cfc6213e15f10761ef054b78536f49ceddd169fa760b18
packages/ltx-pipelines/src/ltx_pipelines/utils/media_io.py	391	Triagem estática/textual		bc8a979f33775070de38af7315a7edc83db79bca9fe8f3c771200f1facf65d8a
packages/ltx-pipelines/src/ltx_pipelines/utils/model_ledger.py	343	Revisão dirigida + triagem	A16	6c08e3a5f187476e84799a291fd05ffe251b2e0ef918be7677e70d13753efc0d
packages/ltx-pipelines/src/ltx_pipelines/utils/prompt_cache.py	24	Revisão dirigida + triagem		7002f0c4bfd928ad33f95016497bdc7220602e1c965fb3b14b11c0098083c387
packages/ltx-pipelines/src/ltx_pipelines/utils/res2s.py	62	Triagem estática/textual		36f0d03cba0ccc814988a25bff3a783562b53f3c2a154c6c5c05f081a566d0d7
packages/ltx-pipelines/src/ltx_pipelines/utils/samplers.py	365	Triagem estática/textual		abe00ee720c362616451de785397bd9de0b8eefdeb56a6e3320236abd101279c
packages/ltx-pipelines/src/ltx_pipelines/utils/types.py	73	Triagem estática/textual		d08979eef3d0659ba7d03dd0ce489f0b248279634eea036cc2fc940a2cc64178
packages/ltx-trainer/scripts/caption_videos.py	486	Triagem estática/textual		a384a0bd5ade72db9fdac727033fe18a98a157407d15c0c0239fd77f75d15eba
packages/ltx-trainer/scripts/compute_reference.py	288	Triagem estática/textual		e0acc4e5b074f7f545148d39eb73daf0936c8589b13b980c9e6d3b3435b4c38d
packages/ltx-trainer/scripts/decode_latents.py	341	Triagem estática/textual		3c7e019309377189c738f97647a174ab40b11b32153f17fe2a3488780cbd94cf
packages/ltx-trainer/scripts/inference.py	443	Triagem estática/textual		36905494a6794d1320787122f80f98be77321dcd93b9a2d8e15e76a7c3675039
packages/ltx-trainer/scripts/process_captions.py	415	Triagem estática/textual		315a892523ac9da81cb46fd0e5e1c80bb2205afe5ecdf8e60b9e39d63f679304
packages/ltx-trainer/scripts/process_dataset.py	276	Triagem estática/textual		2f5530b8ff347e65b3053398e385c0221f288a53837b9e41a8c460f6b61f352a
packages/ltx-trainer/scripts/process_videos.py	828	Triagem estática/textual		057f789067270613615e6d27c8f9646010ca02c13ba2c21dd220a8a12b3c21e0
packages/ltx-trainer/scripts/split_scenes.py	417	Triagem estática/textual		0cb9643a3682ead4c9769a0293b60da085a56cb84a2c16c6acf4e19e06ce3a9e
packages/ltx-trainer/scripts/train.py	64	Triagem estática/textual		f29a044ada9c0deee1b3ee11c588423c42c9aac0654757607e2f640a6fde7e21
packages/ltx-trainer/src/ltx_trainer/__init__.py	44	Triagem estática/textual		9652c6093f66523d55b9d87f5083667e66fc8da00cebb83bdf10990e3290d319
packages/ltx-trainer/src/ltx_trainer/captioning.py	401	Triagem estática/textual		13b0cd7ff8709a877ef7534278852cd88b062d7f28dc1cfa306f3a0f4e8f1284
packages/ltx-trainer/src/ltx_trainer/config.py	472	Triagem estática/textual		9ae0fb0683e0fca32584dd4860870cdeed607f6b0af6c787bf4ca634bbf39f19
packages/ltx-trainer/src/ltx_trainer/config_display.py	155	Triagem estática/textual		abbeeeffe603228262b5aa1edb7abad0f7dc3f82d9b5dff07e57c7478370b365
packages/ltx-trainer/src/ltx_trainer/datasets.py	270	Triagem estática/textual		c7b5ba5a32912a61e53c840178e0d22e9a2f728546eb23b4e34ba5245c82875f
packages/ltx-trainer/src/ltx_trainer/hf_hub_utils.py	208	Triagem estática/textual		2e9eefdfe5b21632a170470f56d6ce968c58b1f68ba9b33f2b956caa5681bc75
packages/ltx-trainer/src/ltx_trainer/model_loader.py	336	Triagem estática/textual		6c885fec2eed97c2bb3e41ae4e95ce37503f70973edbe706330cb23a90318fe7
packages/ltx-trainer/src/ltx_trainer/progress.py	236	Triagem estática/textual		13ebccc0bc75f4d6c4940b5959caf042f6ecf3ecf5dc2bfd53468de6c3fda922
packages/ltx-trainer/src/ltx_trainer/quantization.py	90	Triagem estática/textual		449409f65012c860102fde16d512bb131356063f63f90a7d18a880ff38d2fb04
packages/ltx-trainer/src/ltx_trainer/timestep_samplers.py	128	Triagem estática/textual		edbbdd4df8f5137d7b65d3471c1e27eca30a90adedb4e2569a7e2699ad68618e
packages/ltx-trainer/src/ltx_trainer/trainer.py	955	Triagem estática/textual		330cf2fb187e926498afe79591963d363b14452bfb8c298503fab9ea79854d7e
packages/ltx-trainer/src/ltx_trainer/training_strategies/__init__.py	58	Triagem estática/textual		b9c3d2dc7a018d4bf647b57780cfca995ed6d8256af55a7f0c27e68d3a414872
packages/ltx-trainer/src/ltx_trainer/training_strategies/base_strategy.py	253	Triagem estática/textual		8a2a442b1e3dd1586a2a68fb0c7e8b4a236aef63137a41178468bed6263d190f
packages/ltx-trainer/src/ltx_trainer/training_strategies/text_to_video.py	289	Triagem estática/textual		4a0e98fefa74d71e6bafe92540a0cc875200fe93f7d97adec3265567bd9c1110
packages/ltx-trainer/src/ltx_trainer/training_strategies/video_to_video.py	223	Triagem estática/textual		64d7e472707757080c0f82af874b5fae9bf5a47651f3a7b4787ded2a576f86c8
packages/ltx-trainer/src/ltx_trainer/utils.py	118	Triagem estática/textual		d6ecb7a627c1dc21d5e808165f982cb62cfebaf6be85d6efe5508aee81090681
packages/ltx-trainer/src/ltx_trainer/validation_sampler.py	817	Triagem estática/textual		1d666422ffde3631c89e5201080aa1dca58f8fc4a2e5af9d092fb3f4189d3cf3
packages/ltx-trainer/src/ltx_trainer/video_utils.py	159	Triagem estática/textual		b88be7e681f7c8542cc70af5737981c32a1d672832c51723b4a8b79c84051459
repair_comfyui.bat	15	Revisão dirigida + triagem	A14	0964db627d264e542655b270f6ecdff70e35248b711e32c9f52096c4b30fb00f
roop_backend.py	113	Triagem estática/textual		127818bf0e495216ef66264e3443a3c3d177acc4ce91587bed0a8cbdaa44ea70
run_krea2_integrated.bat	35	Triagem estática/textual		707ac675ecde0ddae5dda1b9f8e4ade8fed877aebd96975378ef89eeb25d376c
run_krea2_ui.bat	13	Triagem estática/textual		c768971ffcdf638817ee382b814935a7a8c83e63d3c8fd81cb446d98af583f42
sam_body_worker.py	163	Triagem estática/textual		1d56a99335c5c269b9d3a534b89d51e8012618c23facdf252d44aad8427c322b
screenplay_to_video.py	316	Triagem estática/textual		efe38306612d71ea9084604d97c6666dd035ffebf5060f2d7c98bbf81c96dd1f
screenplay_ui.py	1016	Triagem estática/textual		bfce55b709ba0b74b74d16526c23166cdf1d93e9ac9a34ae2fba29b505d63cdd
script_pipeline/__init__.py	15	Triagem estática/textual		1ec3486dc3e6ffcd6282d4ae655504334512d5fa3c07237765be309c304325f6
script_pipeline/assemble_final.py	273	Revisão dirigida + triagem	A09,A20	e974ed25ef96ae5196fee350ff3f0eac99b43d3b516542123abf6f8fb1d56704
script_pipeline/cast_characters.py	650	Triagem estática/textual		53a185f173b4f04a0b0d75874251908bc76bf957ff7fe51973598795f7b3eedb
script_pipeline/character_sheet.py	185	Triagem estática/textual		d0a44c24f9c32ff0f58f8fbb23a0f673c13e766c0db0ee5855ffc7bdb3e76713
script_pipeline/clip_identity_audit.py	123	Triagem estática/textual		36aff0ed084134d35c390ac12dc0de14396658e4d78845ebc8deb9b498b3730a
script_pipeline/consistency_audit.py	168	Triagem estática/textual		baaf512c3d2086e940fff474f6673f9e2efddd2d59d8e9dc0bbbf8608b231b72
script_pipeline/dialogue_tts.py	301	Triagem estática/textual		143a7c20d2468861d490b72a044799567dd942596af6a47661c3b3cd7a5f33e9
script_pipeline/emotion_director.py	303	Triagem estática/textual		d639feb8eb12c1883e44141cba6872e44281011b9f2e4de63fa6bfc4d8fb473c
script_pipeline/generate_storyboards.py	963	Revisão dirigida + triagem		99505472c950e42da77326a2200213cb549a9ba7f24f15e92f780e7b2a060847
script_pipeline/gpu_watchdog.py	281	Triagem estática/textual		2a45a50f8bd3c8cb681f133ed577a6c151f0c2b77b5db4aa4453aaba0854693c
script_pipeline/guide_leak_audit.py	78	Triagem estática/textual		8ad9c82e4a35443ff87735bafe28e51c2d553cab1edccb3741429c806166b433
script_pipeline/ic_references.py	273	Triagem estática/textual		11607385e86e6060f0788dc63102a2ff23c081cd79ffccf711c85193b79c6269
script_pipeline/import_reference.py	158	Revisão dirigida + triagem	A11	83be9d88a0b10103f2ef216a393a3c5277d4c5b6f45631538650a893aef99710
script_pipeline/import_voices.py	242	Triagem estática/textual		391ff5295ca78c762f8ce0f40ab876ec477a841ee81a95984a32ff925216c6d1
script_pipeline/lipsync_audit.py	141	Triagem estática/textual		08892d7bb66c71acfaff7ec2647b4380a16b2f7e98d60bc7b5a564384fe6e2f6
script_pipeline/lipsync_scenes.py	233	Revisão dirigida + triagem		059a15d4a486d53bf5a88d30bf9dd17f014bc89dea6e55d4a998ddc8cada7f3a
script_pipeline/llm_workers/gemma4_worker.py	97	Triagem estática/textual		81822d0eac4451e02ba8c4ebc96ead4046aa214daea4404cd273799e8f982245
script_pipeline/lora_ab.py	156	Triagem estática/textual		7e5aa58896aa0a2bef8dab28067000f33c3615eba69eb1f23fb61c983f8deb6e
script_pipeline/mix_audio.py	271	Revisão dirigida + triagem		bdc45d6fc7b7301fa1c632945cf9eb9f0df47f5b5ba8a2eafe0a2744273291fe
script_pipeline/nvidia_llm.py	153	Triagem estática/textual		a40cdf169077eb4a699aac96ecc36c896c73a64a4708105ad64e44c123bdb713
script_pipeline/parse_screenplay.py	1302	Triagem estática/textual		47e8f85897b73a7e103a8acdee0fe3416b72706d3240861a4eba14194958aedb
script_pipeline/postprod_v2v.py	129	Revisão dirigida + triagem	A10	0ed8409fe15c85b9f1c64aa8dbbeee4a4910cf66c287460241e49b359e1cf51a
script_pipeline/prompt_polish.py	339	Triagem estática/textual		eb171fa46b9b9db06d277a74b6491d8f4b91d702cc015ee2910f162d6cc7ce58
script_pipeline/prose_to_screenplay.py	491	Triagem estática/textual		030b852d8f3710f54156be9a1b85513570be1ddd8bbf3934d86b990a80807422
script_pipeline/render_scenes.py	809	Triagem estática/textual		1e019c23fc30cce71b4361b28d50e7292376062c90fd698a128d292901ba07b0
script_pipeline/render_shots.py	1197	Revisão dirigida + triagem	A02,A03,A04,A05,A06,A07,A08,A17	2421e7190088ae52f091dc3ec248375f0e283ffcbcb707e38ea94043681ac2d9
script_pipeline/render_shots_stage.py	323	Revisão dirigida + triagem	A07,A08	0fc9ad9d7017ca28d40a455979283f2d789b0f641627e57cdb49af8212831f5a
script_pipeline/run_decupagem.py	502	Revisão dirigida + triagem		d8cde53e0ec75763110751fe863a6afee8c745b6611af6dcc24115568a28c95e
script_pipeline/run_folder.py	125	Revisão dirigida + triagem		676967a538538a640a79f5f1ffd4e85b99d5b131d7a4ca4de858e03dfe0fe517
script_pipeline/shot_plan.py	1336	Triagem estática/textual		f37f3a6f01be73045b7e918dd43eeaccf0d6889d518b9b660bfc0845aa104017
script_pipeline/story_structure.py	400	Triagem estática/textual		4d4f42ec5b7218dc58637f29d51e19d7eab382534e6195189654193cbe0d1b12
script_pipeline/storyboard_audit.py	105	Triagem estática/textual		6ce63ce731468210aef5109ae057726b562dad0432fb8e2afc39450c87d78730
script_pipeline/strip_subtitles.py	142	Triagem estática/textual		81258f2d8184590da27a679fa7b75fed40f72f67dd3f11ca3145c7bb16ad94c2
script_pipeline/syncnet_audit.py	112	Triagem estática/textual		7b0af9eebd9979f7c84eee254dccf8869f1ef4bacafae9e156e5a12cabc89f3d
script_pipeline/synthesize_dialogue.py	208	Revisão dirigida + triagem	A19	36d49986d1108150614a9a774d9338286fd0856b311bd711229d2cc153cfc688
script_pipeline/tts_workers/fish_worker.py	121	Triagem estática/textual		2a485c8c8ed1337f7cd9e84630046233d9b86a2fb33cf0e87b31b21d3bb77296
script_pipeline/tts_workers/qwen_worker.py	108	Triagem estática/textual		f145aeb0095a55610326e20e92e43026e3ee2a2fc8039556ef7d9f40acbc4726
script_pipeline/tts_workers/xtts_worker.py	268	Triagem estática/textual		900fcb7fc7487ce9ca766473c1d7dba05b4a7c0620f3ea83c6423c55f377534b
script_pipeline/verify_output.py	328	Revisão dirigida + triagem	A15	7daebaae421e37746c9993bbb4c35ccd6bf38f3c397f50fe9317143252860cd8
script_pipeline/voice_library.py	220	Triagem estática/textual		87bc8b850b5a7314639bed9870012d9e30a50ae2861be96d36f15458025679c4
scripts_2.5/dit_bridge.py	137	Triagem estática/textual		c7f5dabe9eb0ffb3ea28cfd5f9370c3817480e0f8273ed89e6eab481a3b5bebf
scripts_2.5/dit_forward_test.py	124	Triagem estática/textual		57ed9674f31b8090a4428cb0f05e5660c696ea4c51be55ca37b736040e642c79
scripts_2.5/gemma4_text_encoder.py	87	Triagem estática/textual		2ca7061b9ecfaa35f842ac2bc518a374f3ce13491738c3fd132b43562bdf3cac
scripts_2.5/generate_latent_test.py	132	Triagem estática/textual		a94469f9730b28443af05d06028f94d2d61c6b0307340043ad8e1552f2bd29d6
scripts_2.5/na_diffusion_decoder.py	278	Triagem estática/textual		5ceb34d67e5effea35321937fe46228d58e9ecf362e8670a008a046fa2dbb1b1
scripts_2.5/vae_decode_official.py	85	Triagem estática/textual		29f50aa2b5668903c7b42d4092b473676546cbcd24d9c7a9c706de1d931000d7
scripts_2.5/vae_decode_test.py	106	Triagem estática/textual		44b79a78e8d751dad21c6c32150a1b34453c7b815d43d253907014d75c2f23f1
start_character3d.bat	9	Revisão dirigida + triagem	A18	a7600905b826d4936e23498326fb8195991eb1241ac11f63f0dd258ba6841eb7
start_character_sheet_flux.bat	11	Triagem estática/textual		9bb9425b039a5a8ceb18d5bb9aea1c39f813314dd05b83c36cdfc5b132d052a5
start_cinema.bat	36	Triagem estática/textual		97adce0378b61257db45f25fb36ce2efaef0c581f4fb5472f744388b536522eb
start_cinema_25.bat	67	Triagem estática/textual		24648a10106da0ee109589643bd899753416e3c5018a6678d9ad3d8898a5bc97
start_comfyui_ltx.bat	33	Triagem estática/textual		ea787357f73c873efb598724f30e3419fc1711763e8592548fb19fcb0166c660
start_decupagem.bat	142	Triagem estática/textual		6131cd66338c217f31a86f6cd80f29aba7be3dff30012943a5b4405fdd7cf68d
start_decupagem_ui.bat	26	Triagem estática/textual		d92e4cf3c1dd7f79d2a96db00a7ab3599446e1500a031be81f090b359edf79ae
start_hunyuan3d_download.bat	5	Triagem estática/textual		94d1b73d7d759f70b9e459e4e347f3e41e4f3faadb75814e7f73c38469a192af
start_img2threejs_viewer.bat	29	Triagem estática/textual		3002901df5bd9533ddc4c7e2b6b9a6db3453fc46201901ba912042ef550e25d9
start_lora_storyboard_test.bat	30	Triagem estática/textual		52cb71d24171825448aa13ee80d5e171b514cccc4aa48d001a11cd8985d7f32f
start_minimax_h3_test.bat	30	Triagem estática/textual		ffe4917170bca933887e1676cf96232241a6b880b886ae3643a975618a3f85ac
start_music_video.bat	54	Triagem estática/textual		007a6cd1aa923b0469f011e9d697909c2e6d0289e0da5944f1ec1816e1bd6049
start_music_video_gguf.bat	43	Triagem estática/textual		0f9e348678bca3172191ed8c752ce1af293c6de362be9771daeeac65ed2a6fa2
start_music_video_v2.bat	57	Triagem estática/textual		e03803e9d7b4f6ac17dbaa196972768dc0bf7658a2dcca7091704cfecf3b69cd
start_music_video_v2.prev.bat	18	Triagem estática/textual		e31c581b2ddf0a8e5b83514005058b6ce05bd92ce44bf61718fa64d4e68e9919
start_music_video_v2_25.bat	73	Triagem estática/textual		1b02d44f3560e89c337d93b19a970683b630e6338e66bbf6da6ce066633cfe62
start_music_video_v3.bat	60	Triagem estática/textual		10d7138765721c8a5c3aca0c1721edfd15f539b58213a50d7551a0a104df470e
start_music_video_v3_25.bat	73	Triagem estática/textual		c65536613deb54eff6d57c0460c321ad09ceb6b2a7cf53fb402a1f787ba0e050
start_qwen_claude_web.bat	9	Triagem estática/textual		be71054b1158687c7226a619bb8c13c9bfd00f4aa60f3edcac08067eecb8dcca
start_screenplay_25.bat	73	Triagem estática/textual		46513d72384b9868d5835d985b40218ab96b358a2a8d8cfe5a9dc9dee54045c1
start_screenplay_ui.bat	34	Triagem estática/textual		389368bfa4c23db06949092ec6a37ee235b1f333627840cdc9d55d06a5b4a93a
start_storyplay25.bat	78	Triagem estática/textual		8f732da4473b015006076474acffef765dddbf1fbb050704df252444d4ce163d
start_tensorRT_studio.bat	25	Triagem estática/textual		6f3b4e368fc7d24013599ad119686d92802e1625d10ca71e533f314019ef70f3
start_tensorRT_v2.bat	50	Triagem estática/textual		6e09a68af36cc50ef12f7b88db6cb61a399d65a8095ee0df05d0028aa0a1da77
start_tensorRT_v3.bat	54	Triagem estática/textual		9272fa4f3ee847df78768bf1a81a20ae18eb385c315d28fdc2b2b788466d2e81
start_tensorRT_webui.bat	25	Triagem estática/textual		1b692324d67c75f4ba3da55e4d48d7fbab133c0c983642d9a6397198e8b75f72
start_tensorxx_ge.bat	22	Triagem estática/textual		b83150788a6a52af2725569c23b7cb7836d89db348221d4f617884e3b1bf2eca
start_video_doctor.bat	42	Triagem estática/textual		ac4e0bc438699365b2d24895d2b05f457240226e4f2e234ab703aa9fde12a95a
start_webui.bat	73	Triagem estática/textual		1ac0214d85c7d8655bc165866fdd48e7c52bdd768750ca9d44858737cccf4afe
start_webui_25.bat	67	Triagem estática/textual		20d17e148dc6f09eb460b4ece979738457ca0fe738caa0cd2c4cdd37522f6473
storyplay25.py	541	Triagem estática/textual		ec4dfe42b5f2dee2df57987f89ea74508c92926be115201b1324f0ffcc37ddb7
symplectic_experiment/agregar_cv.py	96	Triagem estática/textual		cf48e75b22cfdbe23fe77cda254d7c940ad2a90f548646ff11b798746144a971
symplectic_experiment/baseline_predictor.py	39	Triagem estática/textual		132deda772296d136cf6cf361204f77d14ae1484deec76bc3ce33e41c718d551
symplectic_experiment/decode_predictions.py	163	Triagem estática/textual		48030e1214d2251697e603d78c090896e177a634aa3a0b9bd16b50e1a5934015
symplectic_experiment/extract_latents.py	118	Triagem estática/textual		7e24d49ce7bacb16d53de5602b3aafe487b50b5212060ddea3ae449b071f91f3
symplectic_experiment/hamiltonian.py	116	Triagem estática/textual		707b1e20fb871b07362ab0505dbb99bc6b608539d2b7ee7bdcf79e92abaf7231
symplectic_experiment/inr_decoder.py	73	Triagem estática/textual		290f52e63c1f7d2cab67610660a07cc2a2ce4124db3f41afad6bf5d13a9441f6
symplectic_experiment/pf_ode.py	74	Triagem estática/textual		4a1d148dea0f4e9e26b14001c6616d66d0c637121b597d1a2cd49c79d6e16dbc
symplectic_experiment/rectified_flow.py	88	Triagem estática/textual		88574aca6a27c7360caed513a4a63daaaca441ea81bd5f23e3d913808affab1b
symplectic_experiment/score_model.py	43	Triagem estática/textual		6491b937e358dd93783b4e67e05c3d587de7b39dfe1ab82fbcea319f2b1d9245
symplectic_experiment/toy_dataset.py	47	Triagem estática/textual		b353ae40a1085b168a4f598ea17a969cdf4a5fe2b1a9125a4e7448e3a45d0b10
symplectic_experiment/toy_video_distribution.py	49	Triagem estática/textual		769fb9766ae777282795d81062219eca8a4ff7cd9f116e24bc9834cb8ddf00cd
symplectic_experiment/train_compare.py	189	Triagem estática/textual		3f751cc372c757b47eee066c74e87f120fa7321743a53fd87e65ed41f21a1a80
symplectic_experiment/train_dissipative.py	233	Triagem estática/textual		49fa4f41d44fcb07f32984a8a883950e5132e741fd0b2556ddf6b195d237d9aa
symplectic_experiment/train_dynamics_only.py	191	Triagem estática/textual		f2a0efac15cd671679b01c785a299eb53a8b46c73f3083da3888fccbd885f3f4
symplectic_experiment/train_hybrid.py	373	Triagem estática/textual		4b44d77519d93f4d4f26f8840c64ea94d9290441542d5e56c0cf5efeea3eb33f
symplectic_experiment/train_latent_dynamics.py	474	Triagem estática/textual		4e4f2f5fc20e7aded80a0bd599ede6f98f3f26c58176703a0f0f9a85598e7cb1
symplectic_experiment/train_pf_ode.py	111	Triagem estática/textual		25b0141cbd826812093af5eccf8f03af2a88b329068f9d82414975a785806bbd
symplectic_experiment/train_rectified_flow.py	97	Triagem estática/textual		7087bcddb46c59b3bad24d61e99e44968cf11a8334a8dea012f07f2d3e682293
symplectic_experiment/train_toy.py	108	Triagem estática/textual		be4ccb6b14a27bc6fc7512d0499d8a14e4d250ad2784e408783295da5052ab7f
symplectic_experiment/vae_roundtrip.py	147	Triagem estática/textual		dcdabbcc35856bafcb5df3187eb47f6837547e6a6cd68ca738d871c90cfeb36f
symplectic_experiment/velocity_model.py	42	Triagem estática/textual		aecc5b0e179605eed6adb9345360953ca22bc9f5193001e3fb1f57b5c1a5e791
test_generation.py	100	Triagem estática/textual		5fe4c7579e2923d28a1d4b87e9a51dc6b777038e822626678b2f18b5c8ddd9f5
test_quem_slice_remote.py	11	Triagem estática/textual		205661d401a3726af73de6d2b5b1bdacf7d8571de84cb38e46d7fb8e6429d1f1
tests/__init__.py	0	Triagem estática/textual		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
tests/test_auditoria_20260913.py	81	Revisão dirigida + triagem		5d7a215ec8d95f331d818478b8270eba6055a6c662cd203422230cd7dff95165
tests/test_limpar_cache_stills.py	54	Revisão dirigida + triagem		44465d0d85c0c6872060f14388e03270ce487b4d5169e2e8d4b78647c81cfe48
tests/test_ltx_loras.py	233	Triagem estática/textual		c67c0b40e730fe5e3b58e5608b187020634e03a0a828f224b360eee8810c9af3
tests/test_minimax_h3_test_ui.py	43	Revisão dirigida + triagem		d33e69c3a6a8fe8f8f69a6ff8e84c7bb9808de201b915be149869dbb5638ca53
tests/test_optimization_paths.py	76	Revisão dirigida + triagem		84e4a79d3bb7b93cd72053de84fb40e127bd9f586b3055955e7fe8210b00ac20
tests/test_pipeline_smoke.py	233	Revisão dirigida + triagem		f71ec53f68fbb40ddf80dcac1067e16f480ebde698a242c2d15257ff645fae29
tests/test_tensorxx_ge.py	85	Revisão dirigida + triagem		bec5390d1fd203de61b0515b75e4213e9df74c8bc0e958b2af6073be45f76a5c
transcribe_vocals.py	46	Triagem estática/textual		fe35fd1ce7214ffb6b0f493fc9523ecf3e36d7be5afad721944dd9c0a7d68fbb
upscale_film.ps1	40	Revisão dirigida + triagem	A12,A13	897d2a8b55dbd9173d5e5b287e2dad7b1dfc4b38eb97756953e39e960d085f74
upscale_video.ps1	35	Revisão dirigida + triagem	A12,A13	1f86459a431ecbade32efff581c0de669e64eeec4a8e022652d51be52c986740
v2_generation_smoke_test.py	41	Triagem estática/textual		f78bf0ad42ed9f21dd24e39a4787379dfbb9d2de68795b973ddd039f2223fd6b
video_doctor.py	916	Triagem estática/textual		eeb51e66c705ef377e73e4d63351748f5f8f720b7f6136a38d77b5ccd614ff48
video_doctor_ui.py	181	Triagem estática/textual		9672389f92bcb6ab0c28e1366d2888026c50830ab7b2667c3590b084d640a42a
wav2lip_scene_smoke_test.py	10	Triagem estática/textual		b3cc91242140970c614e4af0b43d8c8ddb2d1e7c26878ee2f480bbbc1f9cc8af
web_ui_v2.py	321	Triagem estática/textual		5a60becdb28ae864fbb65a3e04a92cda761fbfab8d3621f062e471cef3f3fe90
web_ui_v4.py	708	Triagem estática/textual		a4e9d1d4b3130fd24f8c3ec199eb8250684217a11776e44c4aca02a6cc5807b7
web_ui_v4_25.py	738	Triagem estática/textual		acca750f042f93dc642af49d9f6815b09302b180b169575ce6ede95de8a51f29
